0/speaker,0/utterance,0/emotion,0/annotation,1/speaker,1/utterance,1/emotion,1/annotation,2/speaker,2/utterance,2/emotion,2/annotation,3/speaker,3/utterance,3/emotion,3/annotation,4/speaker,4/utterance,4/emotion,4/annotation,5/speaker,5/utterance,5/emotion,5/annotation,6/speaker,6/utterance,6/emotion,6/annotation,7/speaker,7/utterance,7/emotion,7/annotation,8/speaker,8/utterance,8/emotion,8/annotation,9/speaker,9/utterance,9/emotion,9/annotation,10/speaker,10/utterance,10/emotion,10/annotation,11/speaker,11/utterance,11/emotion,11/annotation,12/speaker,12/utterance,12/emotion,12/annotation,13/speaker,13/utterance,13/emotion,13/annotation,14/speaker,14/utterance,14/emotion,14/annotation,15/speaker,15/utterance,15/emotion,15/annotation,16/speaker,16/utterance,16/emotion,16/annotation,17/speaker,17/utterance,17/emotion,17/annotation,18/speaker,18/utterance,18/emotion,18/annotation,19/speaker,19/utterance,19/emotion,19/annotation,20/speaker,20/utterance,20/emotion,20/annotation,21/speaker,21/utterance,21/emotion,21/annotation,22/speaker,22/utterance,22/emotion,22/annotation,23/speaker,23/utterance,23/emotion,23/annotation
Ross,"Monica, let's go. Come on now people, woman in labor.",neutral,4001000,Chandler,"Hey Ross, look what I've got going here.",neutral,4001000,Ross,"Yeah, save it for the cab, okay.",disgust,1000103,Ross,What are you doing? We're going to a hospital.,surprise,0000041,Rachel,"What, so I can't lokk nice? There might be doctors there.",neutral,3000011,Ross,"Joey, get out of the fridge.",anger,0000401,Joey,"All right, all right.",non-neutral,1010102,Ross,What is that?,surprise,2000030,Joey,For the ride.,neutral,4000010,Chandler,"Yeah, like in a cab...",neutral,3000011,Ross,Save it.,neutral,4000001,Chandler,"Okay, hating this.",disgust,1000103,Ross,"Monica, come on now. Let's go, baby coming.",neutral,3001001,Monica,"I can't belive it, I'm gonna be an aunt. I'm gonna have like a nephew.",joy,0400010,Ross,"That's nice. Get out Let's go, come on.",disgust,1001003,Joey,"All right, I'm going. I'm going.",non-neutral,2000102,Chandler,"Here we go, here we go.",neutral,3101000,Rachel,"Rossy, Rossy.",neutral,5000000,,,,,,,,,,,,,,,,,,,,,,,,
Chandler,WHAT IS IT?!,non-neutral,1100120,Monica,"Okay, I-I d'know, you-you just- you have a quality.",non-neutral,2102000,All,Yes. Absolutely. A quality.,neutral,4100000,Chandler,"Oh, oh, a quality, good, because I was worried you guys were gonna be vague about this.",neutral,3000101,Monica,"Hello? Hello? Oh! Rachel, it's Paolo calling from Rome.",non-neutral,2110010,Rachel,Oh my God! Calling from Rome!,surprise,0010040,Ross,So he's calling from Rome. I could do that. Just gotta go to Rome.,neutral,4000001,Rachel,"Monica, your dad just beeped in, but can you make it quick? Talking to Rome.  I'm talking to Rome.",non-neutral,2200010,Monica,"Hey dad, what's up?  Oh God. Ross, it's Nana.",non-neutral,2010002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phoebe,"So um, so what's up, you came to see me yesterday.",non-neutral,2001020,Duncan,"Oh, yeah, um, alright, I kinda need a divorce.",non-neutral,1022000,Joey,"Oh, yeah, yeah, sure. We live in the building by the uh sidewalk.",neutral,5000000,Chandler,You know it?,surprise,1000040,Joey,"Hey, look, since we're neighbors and all, what do you say we uh, get together for a drink?",neutral,3101000,Chandler,"Oh, sure, they love us over there.",neutral,3200000,Joey,Ben! Ben! Ben!,joy,0500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monica,Gimme em!,anger,1000310,Rachel,No! They are mine!,anger,0000320,Monica,You stole them from me!,anger,0000410,Rachel,You stole them from me!!,anger,0000500,Monica,Gimme them!,anger,0000500,Monica,You just wanna each take one?,neutral,4000100,Rachel,Yeah that seems fair. We never use them.,neutral,5000000,Ross,"Look, I really need some help, okay? Why? Why did I have to speak in a British accent?! What do I do?",non-neutral,1011011,Rachel,Well,neutral,5000000,Monica,Why dont you phase it out?,neutral,4000010,Monica,"Yeah, fade the accent out and people will think youre, yknow, that youre adjusting to life in America.",non-neutral,2100002,Rachel,"Yeah, I mean, come on Ross, no one will even notice. I mean theyre probably not even listening!",neutral,3001010,Ross,Theyre not listening too me?,surprise,1010030,Rachel,Of course theyre listening to you! Everybody listens to you.,neutral,3100010,Ross,Monica you really think I should try this phasing out thing?,non-neutral,2011010,Monica,I think you look fine.,neutral,5000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chandler,How about Joey... Pepponi?,neutral,3100010,Joey,"No, still too ethnic. My agent thinks I should have a name that's more neutral.",neutral,4010000,Chandler,Joey... Switzerland?,neutral,3001010,Joey,"Plus, y'know, I think it should be Joe.",neutral,5000000,Joey,"Y'know, Joey makes me sound like I'm, I dunno, this big.",non-neutral,1020002,Joey,Which I'm not.,neutral,3010001,Chandler,Joe...Joe...Joe...Stalin?,non-neutral,1101020,Joey,Stalin...Stalin...do I know that name? It sounds familiar.,neutral,4000010,Chandler,"Well, it does not ring a bell with me...",neutral,4000010,Joey,"Joe Stalin. Y'know, that's pretty good.",non-neutral,1200020,Chandler,Might wanna try Joseph.,neutral,4000010,Joey,Joseph Stalin. I think you'd remember that!,non-neutral,1200020,Chandler,"Oh yes! Bye Bye Birdie, starring Joseph Stalin. Joseph Stalin is the Fiddler on the Roof.",joy,0400010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ross,Are you kidding?,surprise,0000050,Ross,"Okay, look.",neutral,4010000,Ross,I-I studied evolution.,non-neutral,2011100,Ross,"Remember, evolution?",non-neutral,2000111,Ross,Monkey into man?,non-neutral,2001101,Ross,"Plus, Im a doctor, and I had a monkey.",neutral,3000101,Ross,Im Doctor Monkey!,non-neutral,1200200,Chandler,Im not arguing with that.,neutral,5000000,Monica,"All right, Ive heard enough. Ive made my decision.",non-neutral,2000102,Monica,You are both idiots.,disgust,0000203,Monica,"The joke is not funny, and its offensive to women, and doctors, and monkeys!",disgust,0000203,Monica,"You shouldnt be arguing over who gets credit, you should be arguing over who gets blamed for inflicting this horrible joke upon the world!",anger,0000302,Monica,Now let it go!,anger,0000401,Monica,The joke sucks!,anger,0000302,Ross,Its your joke.,neutral,3000110,Chandler,Is not.,anger,1000400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phoebe,"Hey everybody, Rachel was so good today. She didn't gossip at all.",non-neutral,2100011,Rachel,I didnt!,joy,0310100,Rachel,"Even when I found outumm, all right, well let's just say I found something out something about someone and let's just say she's gonna keep it.",neutral,3100010,Joey,"Hey, Pheebs! Check-check this out.",non-neutral,2100020,Phoebe,"Ooh, you nailed the Old Lady!",surprise,0100040,Joey,"Yeah listen so, I thought I was getting better, so on my way home today I stopped by this guitar store and",neutral,5000000,Phoebe,"Did you, did you",non-neutral,2100020,Joey,No.,neutral,3020000,Phoebe,Give me your hands.  Strings. Gimme it!  Pick. Do you want to learn to play guitar?,non-neutral,1200110,Joey,Yes!,joy,1400000,Phoebe,Then don't touch one!!,anger,0000311,Joey,Really? You'd-you'd do that for me?!,surprise,1000040,Ross,Yeah!,joy,1300010,Joey,Thanks!,joy,0500000,Ross,"All right, we'll start off slow. The only thing you have to do tonight is come up with the name of your main character.",neutral,5000000,Joey,Done!,joy,1400000,Ross,And it can't be Joey.,non-neutral,2001002,Joey,It's not.,neutral,5000000,Ross,Or Joseph.,neutral,3001001,Joey,Oh.,non-neutral,1020020,,,,,,,,,,,,,,,,
Pete,Hi!,neutral,3200000,Monica,"Hi! Hey, Pete youre back! Hey, check this out.",joy,2300000,Pete,Wow! Skates!,joy,1400000,Monica,Wow! Youre a lot sturdier that Chandler. He crumpled like a piece of paper. So how was youre trip?,surprise,0000050,Pete,Well...,neutral,4000010,Monica,"Oh, whatd ya bring me?!",non-neutral,1200020,Monica,"Awww, hotel toiletries from Japan.",non-neutral,1200020,Monica,"Oh, these are gonna go in my permanent collection.",joy,0500000,Monica,You want some coffee?,neutral,5000000,Pete,"Yeah, sure, thatd be great.",neutral,3200000,Monica,Regular or decaf?,neutral,5000000,Pete,"Ah, which ever is closest.",neutral,5000000,Monica,Okay.,neutral,5000000,Pete,So ask me what I did today.,neutral,3200000,Monica,So what did you do today Pete?,neutral,4000010,Pete,I bought a restaurant and I would like you to be the head chef.,joy,2300000,Monica,What?! Oh.,surprise,0100040,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ross,Hi.,neutral,5000000,Joey,Hey.,neutral,5000000,Joey,Where've you been?,neutral,3000020,Ross,At the vet.,neutral,5000000,Chandler,"She's not gonna make you wear one of those big plastic cones, is she?",fear,1013000,Ross,She says Marcel's humping thing's not a phase. Apparently he's reached sexual maturity.,non-neutral,2020001,Joey,Hey! He beat ya.,joy,0400010,Ross,"She says as time goes on, he's gonna start getting agressive and violent.",sadness,0050000,Chandler,So what does this mean?,neutral,3010010,Ross,I'm gonna have to give him up.,sadness,0050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joey,Aww man! I cant believe I locked myself out again!,anger,0000320,Chandler,Hang on buddy!,non-neutral,2001020,Joey,Oh my God! What happened here? Did you do all this?,surprise,1000040,Chandler,I sure did.,neutral,3100010,Ross,"But we haven't seen each other since then. Well I land in China, guess who's in charge of the dig.",surprise,2000030,Rachel,"Julie! Julie, isn't that great? I mean, isn't that just kick- you-in-the-crotch, spit-on-your-neck fantastic?",non-neutral,2000111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ross,May I come in?,neutral,4000010,Rachel,"Uh, yeah, if you want too.",neutral,4000010,Ross,Do,neutral,5000000,Rachel,"Yeah, sure?",neutral,3000020,Ross,So do I.,neutral,4010000,Ross,"Okay Rach, before anything happens  I just want to lay down a couple of ground rules.",neutral,4000100,Ross,This is just about tonight.,neutral,4000100,Ross,"I don't to go through with this if it's going to raise the question of ""Us.""",neutral,3011000,Ross,Okay?,neutral,3011000,Ross,I just want this to be  about what it is!,non-neutral,1101110,Rachel,"And um, what-what is that Ross?",non-neutral,2001020,Ross,The physical act of love.,joy,1310000,Rachel,What?! Are you crazy?,surprise,0000140,Ross,Oh so-so you weren't trying to entice me just now with your-your nakedness?,surprise,0100031,Rachel,"Oh God, you saw me?! Oh!",surprise,0000041,Ross,You weren't trying to entice me with your nakedness.,non-neutral,2010020,Rachel,"Noo!! No! You thought, you actually thought I wanted to have sex with you?!",non-neutral,0000122,Ross,No! No!  No!  No-no-no-no.,non-neutral,0000122,Rachel,"Ohh wow! Im sorry, but Ross you kicked off your shoes!",surprise,0000050,Monica,"Well, are you just hanging out with Ross?",neutral,3000110,Chandler,"It's, all good! Okay bye-bye Mon!  She's-she's gonna kill me.",fear,0004010,Ross,"Yeah, the phone was facing the other way.  And that goes back up there.",neutral,4000100,,,,,,,,
Director,Ah Joey.,neutral,4000010,Director,Joey Tribbiani.,neutral,4000010,Director,"Listen Joey, I got a problem, I just got a call from my dance captain, he's having a relationship crisis and can't get out of Long Island.",neutral,5000000,Joey,"So, does that mean the audition is off?",non-neutral,1021010,Director,"Listen Joey, seeing as you've got the most experience, I want you to take these dancers and show them the combination.",neutral,5000000,Joey,What?!,surprise,0001040,Director,"Aw come on Joey, it's easy.",neutral,4000010,Director,"Y'know, it's hand, hand, head, head,  up, pas de bouree, pas de bouree, big turn here, grand sissone, sissone, sissone, slide back, step, step, step, and jazz hands!",neutral,3200000,Joey,"It's ah, step-ity, step and jazz hands.",non-neutral,1102010,Director,Have fun.,neutral,3200000,Joey,Bye.,neutral,5000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chandler,Wow! Fortunately she has a,surprise,1100030,Monica,"Oh, I so can't believe this! My uterus is an inhospitable environment? I was trying so hard to be a good hostess!",surprise,0010130,Chandler,"Oh, I can't believe my sperm have low motility because, let me tell you, when I was growing up they sure seem to be in a hurry to get places!",surprise,0010031,Chandler,!,surprise,0000140,Doctor Connelly,Hi there.,neutral,5000000,Chandler,Hi.,neutral,5000000,Monica,Hi.,neutral,5000000,Doctor Connelly,I'm sorry there wasn't better news from your test last week but I wanted to talk to you about your options.,neutral,3020000,Monica,Ok.,neutral,4010000,Doctor Connelly,"Above all, even though your chances of conceiving through natural means aren't great, you never know!",neutral,3010010,Doctor Connelly,"So, keep having sex on a regular basis.",neutral,4100000,Chandler,"Oh, DAMN IT!",anger,0000401,Monica,"Don't worry, after a while he'll tune it out.",neutral,4000001,Doctor Connelly,"Ok, given your situation, the options with the greatest chances for success would be surrogacy, or insemination using a sperm donor.",neutral,4001000,Monica,Ok.,neutral,5000000,Ross,"Well, y'know, monogamy can be a, uh, tricky concept. I mean, anthropologically speaking-",neutral,5000000,Ross,"Fine. Fine, alright, now you'll never know.",non-neutral,2000210,Monica,"We're kidding. C'mon, tell us!",non-neutral,2200010,All,Yeah! C'mon!,joy,1300010,Ross,"Alright. There's a theory, put forth by Richard Leakey-",neutral,4100000,,,,,,,,,,,,,,,,
Ross,"Hi, is uh, is Carol here?",neutral,3001010,Susan,"No, she's at a faculty meeting.",neutral,5000000,Ross,"Oh, I uh, just came by to pick up my skull. Well, not mine, but...",neutral,3002000,Susan,Come in.,neutral,5000000,Ross,"Thanks. Yeah, Carol borrowed it for a class, and I have to get it back to the museum.",neutral,3101000,Susan,What's it look like?,neutral,4000010,Ross,Kinda like a big face without skin.,neutral,4000001,Susan,"Yes, I'm familiar with the concept. We can just look for it.",neutral,3000002,Ross,"Ok.  Wow, you guys sure have a lot of books about bein' a lesbian.",surprise,0000050,Susan,"Well, you know, you have to take a course. Otherwise, they don't let you do it.",neutral,4000001,Ross,"Hey, hey, Yertle the Turtle. A classic.",joy,1300010,Susan,"Actually, I'm reading it to the baby.",neutral,4100000,Ross,"The uh, the baby that hasn't been born yet? Wouldn't that mean you're... crazy?",surprise,0001040,Susan,"What, you don't think they can hear sounds in there?",non-neutral,1000121,Ross,"You're not serious, I mean, you really... you really talk to it?",surprise,0000050,Monica,I have no idea what you just said.,neutral,3000011,Chandler,Put Joey on the phone.,neutral,4000100,Joey,What's up man?,non-neutral,2100020,Chandler,I'm trppd... in an ATM vstbl... wth,fear,0103010,Joey,"Oh my God! He's trapped in an ATM vestibule with Jill Goodacre!  Chandler, listen.",non-neutral,0102020,Chandler,"Yeah, like that thought never entered my mind.",neutral,4000001,,,,,,,,,,,,
Emily,and that was all before 10 oclock.,neutral,3000110,Emily,The caterer rang and said it was going to be Chicken Kiev instead of Chicken Tarragon.,neutral,3000110,Emily,And then the florist phoned to say there arent any tulips.,neutral,3010100,Emily,"Oh, and the chilliest has carpel-tunel syndrome.",neutral,4000100,Emily,Were not gonna be,neutral,3010100,Ross,"Whoa-whoa-whoa! Emily,  honey, okay?",surprise,0100040,Emily,"Well, up yours too!",anger,0100400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phoebe,Wheres Chandler?,neutral,3001010,Joey,"Ah, he cant make it, he said he had to his...  Whoa-oh!",surprise,1000031,Ginger,Joey? Joey Tribbiani?,neutral,3000020,Ginger,Joey I can see you okay? Youre hiding behind the coats.,neutral,3000110,Chandler,"Okay listen, just give me anything I can make two of.",neutral,4001000,Monica,"Well, if you dont have anything to copy, why are you going down there?",non-neutral,2000012,Joey,"Yeah, are you just going down there to gawk at that hot girl with the belly button ring again?",non-neutral,2000102,Chandler,Yeah! You wanna come?,joy,1300010,Joey,Yeah!,joy,0500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ross,Fine.,neutral,4000100,Joey,Fine.,neutral,4000100,Chandler,Fine.,neutral,4000100,Rachel,Fine.,neutral,4000100,Monica,All right. We're gonna go.  It's not for another six hours. We're gonna go then.,neutral,3100001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chandler,Hey.,neutral,3010001,Monica,Whats the matter?,non-neutral,2002010,Chandler,Someone on the subway licked my neck! Licked my neck!!,disgust,0000113,Phoebe,Oh Willies still alive!,surprise,0100040,Chandler,What are you guys doing?,neutral,5000000,Monica,"Oh, my mom called, theyre gonna run our engagement announcement in the local paper, so were looking for a good picture of us.",non-neutral,2200010,Chandler,"Oooh, Im afraid that does not exist.",neutral,4000001,Monica,"Thats not true, there are great pictures of us!",surprise,0000230,Chandler,"No, there are great pictures of you standing next to a guy whos going like this",neutral,4000010,Phoebe,Oh my God! Thats the creep that youre with at the,surprise,0000041,Chandler,"I dont know what it is, I just cant take a good picture.",sadness,2030000,Monica,"Oh, heres a great one.",joy,2300000,Chandler,"Yeah, Im not in that.",neutral,3020000,Monica,"I know, but look at me: all tan.",joy,1400000,Phoebe,"Hey, why dont you guys go get portraits done by a professional photographer.",neutral,5000000,Monica,Thats a good idea! I bet they have one of those wind machines! Yknow,joy,1400000,Phoebe,"Yeah thats great! Next to that, Chandler wont look so stupid.",neutral,3100100,Monica,Chandler what do you say?,neutral,5000000,Chandler,"All right, but I should warn you, Im not going. Im going.",neutral,4000100,,,,,,,,,,,,,,,,,,,,
